"#","kpi_layer","role","data_role","antifragility_property","theme","source_deliverable","section","original_term","standardised_variable_name","definition","unit","spatial_scale","temporal_scale","static_or_dynamic","time_series_possible","update_frequency","data_type","expected_data_source","availability","availability_notes","proxy_possible","proxy_variable","collection_method","priority","remarks"
"219","Layer 3","KPI","output","Stressor Response","digital","KPI_Gap_Analysis · KPI_Gap_Analysis (§2 Table: EO1-KPI-1; §7B: formal closure table with measurement method)","§2, Table; §7B","""EO1-KPI-1: Disruption detection accuracy — target >90%; Not formally defined in submitted deliverables. How measured: Compare detected events vs. labelled ground-truth; compute accuracy/precision/recall from pipeline logs""","disruption_detection_accuracy","Proportion of actual disruption events correctly detected by SUMA system; computed via precision/recall/accuracy metrics against labelled ground-truth event catalogue; proposal target: >90%; to be formally defined in D3.3","% [0–100]","city","irregular","dynamic","yes","per event batch","numeric","SUMA system logs; ground-truth event catalogue","not yet collected","KPI Gap Analysis §2; Layer 3; not yet defined in any submitted deliverable; refers strictly to binary event detection (not stressor characterisation)","no","—","Confusion matrix: SUMA detections vs. labelled ground truth","high","Layer 3 tool/performance KPI; EO1-KPI-1; placeholder — to be formally defined in D3.3"
"220","Layer 3","KPI","output","General/Context","digital","KPI_Gap_Analysis · KPI_Gap_Analysis (§2 Table: EO1-KPI-6; §4.6: target conflict 90% vs 95%; recommended >95%)","§2, Table; §7B","""EO1-KPI-6: Risk prediction accuracy (ARP) — >95% (EO1); >90% (OBJ3) inconsistency flagged; recommended: adopt >95% EO1 value. How measured: Evaluate predicted risk levels against observed outcomes""","risk_prediction_accuracy_ARP","Accuracy of SUMA risk prediction model against observed risk outcomes; proposal target: >95% (EO1 value, recommended); OBJ3 states >90% — inconsistency must be resolved before D3.3 submission","% [0–100]","city","irregular","dynamic","yes","per prediction batch","numeric","SUMA risk model outputs; observed outcomes validation dataset","not yet collected","KPI Gap Analysis §2, §4.6; Layer 3; Critical inconsistency 1: ARP target conflict (90% vs 95%); adopt >95%","no","—","Accuracy evaluation: predicted risk vs. observed outcomes; calibration summary","high","Layer 3 KPI; EO1-KPI-6; placeholder — to be formally defined in D3.3; target must be normalised"
"221","Layer 3","KPI","output","Stressor Response","digital","KPI_Gap_Analysis","§2, Table; §7B","""EO1-KPI-5: Stressors detection and characterisation accuracy — target >95%. Classification accuracy against labelled stressor dataset (type and severity)""","stressor_characterisation_accuracy","Accuracy of SUMA stressor classification against labelled dataset; measures both stressor type and severity classification accuracy; proposal target: >95%; distinct from binary disruption detection (EO1-KPI-1)","% [0–100]","city","irregular","dynamic","yes","per classification batch","numeric","SUMA stressor classifier outputs; annotated stressor dataset","not yet collected","KPI Gap Analysis §2; Layer 3; not in any submitted deliverable; distinct variable from disruption_detection_accuracy","no","—","Classification accuracy/F1: SUMA stressor labels vs. annotated ground truth","high","Layer 3 KPI; EO1-KPI-5; placeholder — to be formally defined in D3.3; separate row from EO1-KPI-1 per Gap Analysis §6.1"
"222","Layer 3","KPI","output","General/Context","social","KPI_Gap_Analysis","§2, Table; §7B","""EO1-KPI-2: Public sentiment detection accuracy — target >70%; Sentiment model output vs. annotated sample; compute accuracy/F1""","public_sentiment_detection_accuracy","F1 score / accuracy of SUMA public sentiment classifier against human-annotated sample of social media or citizen feedback data; proposal target: >70% F1; distinct from public acceptance/satisfaction","% F1 or accuracy [0–100]","city","irregular","dynamic","yes","per annotation batch","numeric","SUMA sentiment model outputs; annotated social media / citizen feedback dataset","not yet collected","KPI Gap Analysis §2; Layer 3; note: sentiment detection accuracy ≠ public acceptance; distinct from citizen_demo_satisfaction_rate","no","—","F1/accuracy evaluation: SUMA sentiment labels vs. human annotations","high","Layer 3 KPI; EO1-KPI-2; placeholder — to be formally defined in D3.3"
"223","Layer 3","KPI","output","General/Context","supply","KPI_Gap_Analysis · KPI_Gap_Analysis (§2 Table: EO2-KPI-1; §7B: measurement method and evidence defined)","§2, Table; §7B","""EO2-KPI-1: Mobility triage effectiveness — >95% interventions succeed; % interventions meeting short-term objective within defined time window; from pilot logs + control-room records""","mobility_triage_effectiveness","Proportion of SUMA-triggered mobility interventions that successfully meet their short-term objective within a defined time window; proposal target: >95%; measured from pilot operational logs and control-room records","% [0–100]","city","irregular","dynamic","yes","per intervention period","numeric","SUMA intervention logs; control-room operational records; pilot data","not yet collected","KPI Gap Analysis §2; Layer 3; short-term diagnostic metric only — does not capture long-term resilience; use RTE for recovery","no","—","Success-rate table from intervention registry: met/not met objective within time window","high","Layer 3 KPI; EO2-KPI-1; placeholder — to be formally defined in D3.3"
"224","Layer 3","KPI","output","Post-Disruption Overcompensation","governance","KPI_Gap_Analysis · KPI_Gap_Analysis (§2: KPI-5.1 baseline undefined; §6.1 naming register: ""climate resilience improvement"")","§2, Table; §7B","""KPI-5.1: Climate resilience level increase — +50%; Baseline vs. post-intervention resilience score using defined metric (baseline to be defined in D3.3 or D3.5)""","climate_resilience_level_increase","Percentage increase in a defined urban transport climate resilience score from baseline to post-intervention measurement; proposal target: +50%; baseline metric and measurement method to be defined in D3.3 or D3.5","% change from baseline","city","irregular","dynamic","yes","per pilot cycle","numeric","Climate resilience assessment; pilot city monitoring","not yet collected","KPI Gap Analysis §2; Layer 3; baseline undefined — critical gap; must be defined before reporting","no","—","Before/after comparison using defined resilience metric","medium","Layer 3 KPI; KPI-5.1; placeholder — to be formally defined in D3.5; baseline definition is prerequisite"
"225","Layer 3","KPI","output","General/Context","social","KPI_Gap_Analysis · KPI_Gap_Analysis (§2: KPI-4.3/4.4; §7B: participant registry protocol; D3.4 reporting home)","§2, Table; §7B","""KPI-4.3/4.4: Living lab participation + gender balance — 1,000 participants; 50% female; Participant registry and demographics from attendance logs/surveys (WP6 input)""","living_lab_participation_count","Total count of living lab participants across AntifragiCity pilot cities; disaggregated by gender (target: 50% female); data from WP6 engagement; proposal target: 1,000 participants","count; % female","city","irregular","dynamic","yes","per engagement phase","numeric","WP6 participant registry; attendance logs; demographics survey","not yet collected","KPI Gap Analysis §2; Layer 3; data from WP6 activities; reported in D3.4","no","—","Participant registry; attendance log; demographic survey","medium","Layer 3 KPI; KPI-4.3/4.4; engagement/participation outcome metric"
"226","Layer 3","KPI","output","General/Context","social","KPI_Gap_Analysis · KPI_Gap_Analysis (§2: KPI-5.2; §7B: post-session survey; >70% target; D3.4 reporting home)","§2, Table; §7B","""KPI-5.2: Citizen satisfaction in demo sessions — >70%; Post-session survey; % satisfied responses""","citizen_demo_satisfaction_rate","Proportion of citizens reporting satisfaction with AntifragiCity demonstration sessions; proposal target: >70%; measured via post-session survey; distinct from general mobility_satisfaction_score (row 172)","% satisfied [0–100]","city","irregular","quasi-static","yes","per demo session","numeric","Post-session participant survey","not yet collected","KPI Gap Analysis §2; Layer 3; demo-session specific — distinct from general mobility satisfaction","no","—","Post-session survey; % satisfied responses","medium","Layer 3 KPI; KPI-5.2; placeholder — to be formally defined in D3.4"
"227","Layer 3","KPI","output","Institutional Learning","governance","KPI_Gap_Analysis","§4.5; §7B","""KPI-5.3: Social acceptability of CAW recommendations — not quantified in proposal; WP5/WP6; Survey/sentiment data on user acceptance of Citizen Advisory Warnings""","caw_social_acceptability_rate","Proportion of citizens accepting or positively responding to Citizen Advisory Warning (CAW) recommendations; not quantified in proposal; to be reported via WP5/WP6 deliverables; outside WP3 scope","% acceptance [0–100]","city","irregular","dynamic","yes","per CAW campaign","numeric","WP5/WP6 engagement survey; sentiment monitoring","not yet collected","KPI Gap Analysis §4.5; explicitly parked in WP5/WP6; included here to close coverage risk; not a WP3 deliverable","no","—","Survey/sentiment data; WP6 engagement","low","Layer 3 KPI; KPI-5.3; parked WP5/WP6; included as placeholder to confirm reporting home"
"228","Layer 3","KPI","output","Institutional Learning","governance","KPI_Gap_Analysis","§4.5; §7B","""KPI-5.4: DSS effectiveness for policy/just outcomes — not quantified in proposal; WP5/WP6; qualitative + quantitative assessment of DSS recommendation uptake by decision-makers""","dss_policy_effectiveness_rate","Qualitative and quantitative measure of DSS tool recommendation uptake by decision-makers; proposal target not quantified; to be reported via WP5/WP6; outside WP3 scope","composite; % or qualitative","city","irregular","dynamic","yes","per pilot cycle","categorical","WP5/WP6 policy records; decision-maker interviews; case documentation","not yet collected","KPI Gap Analysis §4.5; parked WP5/WP6; included to close coverage risk; outside WP3 deliverable scope","no","—","Policy uptake records; case summaries; decision-maker engagement","low","Layer 3 KPI; KPI-5.4; parked WP5/WP6"
"229","Layer 1","input_variable","input","Institutional Learning","governance","KPI_Gap_Analysis","§6.1","""Consolidated KPI Naming Register — preferred label per concept family with variants and boundary disambiguation rules; cross-document terminology drift identified as risk""","preferred_kpi_label","Canonical preferred label for each KPI concept family as established in the Gap Analysis Naming Register (§6.1); governed vocabulary to prevent cross-document terminology drift; 13 concept families defined","text (controlled vocabulary)","city","annual","static","no","once","text","KPI Gap Analysis §6.1 naming register","available (KPI Gap Analysis §6.1)","13 preferred labels: disruption detection accuracy, ARP, RTD, mobility triage effectiveness, RTE, accident/safety outcomes, congestion/traffic efficiency, public sentiment detection accuracy, public acceptance/satisfaction, mode shift/modal split, air pollution/CO2 emissions, climate resilience improvement, accessibility","no","—","Normative assignment per naming register","medium","Cross-cutting governance metadata; new dimension; enforces terminology consistency per Gap Analysis Recommendation #4"
"230","Layer 1","KPI","input","General/Context","governance","KPI_Gap_Analysis","§6; Table (bridge)","""Proposed bridge between D2.7 catalogue KPIs and D2.3 model variables — D2.7 KPI → D2.3 variable direction of effect and timescale""","kpi_layer1_layer2_bridge_direction","Documented directional mapping from Layer 1 D2.7 catalogue KPIs to Layer 2 D2.3 model state variables; specifies direction of effect (e.g., higher PT share → lower S, higher I) and timescale; enables reviewer coherence between modelling and reporting frameworks","text / relational","city","annual","static","no","once","text","KPI Gap Analysis §6 bridge table","available (KPI Gap Analysis §6)","8 catalogue-to-variable mappings documented; to be incorporated in D3.4 or D3.5","no","—","Documentary: expert mapping table from Gap Analysis","medium","Cross-cutting traceability variable; new; enables Layer 1 ↔ Layer 2 coherence per Gap Analysis Recommendation #6"
"231","Layer 3","KPI","output","Post-Disruption Overcompensation","digital","KPI_Gap_Analysis","§2, Table; §7B; D3.2 §Conclusions","""KPI-3.5 (RTE): Restoration Time to Equilibrium — +10–50% improvement; time until state returns within tolerance band of baseline equilibrium from model trajectory output""","restoration_time_to_equilibrium_RTE","Time elapsed from disruption onset until the D2.3 state vector (6-KPI Tier 2 subset) returns within a defined tolerance band of its baseline equilibrium value; proposal target: +10–50% improvement over reference; computed from model trajectory","hours or days","city","irregular","dynamic","yes","per scenario","numeric","D2.3 equilibrium model trajectory output; SUMA simulation logs","not yet collected","KPI Gap Analysis §2 and §4.2; Layer 3; D2.3 computes it mathematically but it was never entered into D2.7; distinct from RTD (response time) — RTE is recovery time; to be defined in D3.5","no","—","Model trajectory: time from disruption onset to (Epost − Ebase)/Ebase < tolerance threshold","high","Layer 3 KPI; KPI-3.5; computed from D2.3 model; placeholder — to be formally defined in D3.5"
"232","Layer 2","computed_variable","output","Stressor Response","disruption","D3.3","§4.1; Eq.1","Risk Priority Number (RPN) — calculated as: RPN = Severity × Occurrence × Detection; evaluated using a ten-point scale (1–10)","fmea_risk_priority_number","Composite risk score for each disruption event: product of severity (S), occurrence probability (O), and detection difficulty (D), each on a 1–10 scale; RPN range in D3.3 dataset: 42–400; Very High: RPN>200 (33.7% of 208 events)","numeric [1,1000]","city","irregular","static","no","per assessment round","numeric","Expert panel elicitation (n=38 experts); structured survey","not yet collected","D3.3 consolidated risk register; median aggregation across experts","no","—","Expert survey; median aggregation of S, O, D scores across expert panel","high","D3.3-specific; extends D3.2 by applying FMEA to full 208-event roadway network risk register"
"233","Layer 2","computed_variable","output","Stressor Response","disruption","D3.3","§4.1; Appendix A","Severity (S) – magnitude of the potential impact on the mobility system; evaluated on a 10-point scale: 1=None, 4=Very Low, 7=High, 9=Hazardous with Warning, 10=Hazardous without Warning","fmea_severity_score","Expert-assessed magnitude of impact of a disruption event on the urban mobility system; 10-point scale where 1=None and 10=Hazardous without Warning","ordinal [1,10]","city","irregular","static","no","per assessment round","ordinal","Expert panel elicitation; Appendix A severity scale","not yet collected","D3.3 §4.1 and Appendix A","no","—","Expert survey; structured 10-point scale per disruption event","high","D3.3-specific FMEA dimension; component of RPN; distinct from D3.2 ΔEs severity class"
"234","Layer 2","computed_variable","output","Stressor Response","disruption","D3.3","§4.1; Appendix A","Occurrence (O) – likelihood of the disruption occurring; evaluated on a 10-point scale: 1=Remote, 2-3=Very Low/Low, 6-8=Moderate-to-High, 9-10=Very High","fmea_occurrence_score","Expert-assessed probability/frequency of a disruption event occurring; 10-point scale where 1=Remote and 9-10=Very High","ordinal [1,10]","city","irregular","static","no","per assessment round","ordinal","Expert panel elicitation; Appendix A occurrence scale","not yet collected","D3.3 §4.1 and Appendix A","no","—","Expert survey; structured 10-point scale per disruption event","high","D3.3-specific FMEA dimension; component of RPN"
"235","Layer 2","computed_variable","output","Stressor Response","disruption","D3.3","§4.1; Appendix A","Detection (D) – ability to detect the disruption before it affects system performance; higher Detection scores indicate lower detectability; scale: 1=Nearly Certain, 5=Moderate, 10=Nearly Impossible","fmea_detection_score","Expert-assessed difficulty of detecting a disruption event; 10-point scale where 1=Nearly Certain detection and 10=Nearly Impossible; higher values = harder to detect","ordinal [1,10]","city","irregular","static","no","per assessment round","ordinal","Expert panel elicitation; Appendix A detection scale","not yet collected","D3.3 §4.1 and Appendix A","no","—","Expert survey; structured 10-point scale per disruption event","high","D3.3-specific FMEA dimension; component of RPN; inverse scale convention"
"236","Layer 2","computed_variable","output","Structural Redundancy","disruption","D3.3","§4.1; §4.5","Cascading Potential Index (CPI) — captures the likelihood and extent to which a disruption can propagate across interconnected subsystems; 10-point scale: 1=Remote, 3=Low, 6-8=Moderate-to-High, 9-10=Very High","cascading_potential_index_CPI","Expert-assessed score reflecting likelihood and breadth of secondary disruptions triggered by an initial event across interconnected urban mobility subsystems; 10-point scale; CPI>5 = moderate-to-high cascading potential; 81.3% of D3.3 risks fall in CPI range 6–9","ordinal [1,10]","city","irregular","static","no","per assessment round","ordinal","Expert panel elicitation; Appendix A CPI scale","not yet collected","D3.3 §4.1; §5.6; Appendix A","no","—","Expert survey; structured 10-point scale per disruption event","high","D3.3-specific extension of standard FMEA; captures systemic propagation"
"237","Layer 2","computed_variable","output","Post-Disruption Overcompensation","disruption","D3.3","§4.1; §4.5; Appendix A","Recovery difficulty / Recoverability score (R) — effort, time, and coordination required to restore acceptable system functionality after a disruption; scale: 1=Very High probability to recover, 10=Remote/not possible to recover","fmea_recovery_difficulty_score","Expert-assessed recoverability score; inverse scale: R=1=very easy recovery, R=10=not possible to recover; R>5 = high recovery difficulty; distinct from D3.2 model-computed recovery trajectory","ordinal [1,10]","city","irregular","static","no","per assessment round","ordinal","Expert panel elicitation; Appendix A recoverability scale","not yet collected","D3.3 §4.1; §5.9; Appendix A","no","—","Expert survey; structured 10-point scale per disruption event","high","D3.3-specific expert-scored recovery dimension; distinct from D3.2 system trajectory approach"
"238","Layer 2","computed_variable","output","Institutional Learning","disruption","D3.3","§4.1; §5.7","Indicator Sensitivity Factor (ISF) — measure of how strongly a disruption affects selected sustainable mobility indicators; used for interpretation rather than direct risk ranking; 10-point scale","indicator_sensitivity_factor_ISF","Expert-assessed score measuring extent to which a disruption event affects sustainable mobility indicators (SMIs); 10-point scale; qualitative interpretation only — excluded from composite ranking","ordinal [1,10]","city","irregular","static","no","per assessment round","ordinal","Expert panel elicitation; SMI impact assessment","not yet collected","D3.3 §4.1; §5.7","no","—","Expert survey; structured assessment of SMI impact per disruption event","medium","D3.3-specific; qualitative use only; not included in composite score per D3.3 §4.5 footnote"
"239","Layer 3","KPI","output","Stressor Response","disruption","D3.3","§4.5; Eq.2","Composite Score = RPN × CPI × R — identifies risks that simultaneously exhibit high severity–occurrence–detection scores, strong cascading interaction potential, and limited recovery capacity; thresholds: RPN>200, CPI>5, R>5","fmea_composite_risk_score","Multiplicative composite score: RPN × CPI × R; identifies disruption events that are operationally severe, systemically impactful, and difficult to recover from; range in D3.3: 7,776–32,400 for 38 critical parameters","numeric [1, 40000]","city","irregular","static","no","per assessment round","numeric","Derived from FMEA expert scores","not yet collected","D3.3 §4.5 Eq.2; Table 8; thresholds: RPN>200 CPI>5 R>5","no","—","Computed from RPN × CPI × R per event","high","D3.3-specific novel composite; identifies 38 critical parameters; primary prioritisation output"
"240","Layer 1","input_variable","input","Stressor Response","disruption","D3.3","§5.2; Appendix A","Road segment or location type — categories: Roadways (A), Intersections and Junctions (B), Special Road Segments (C), Pedestrian Areas (D), Parking and Stopping Zones (E), Transportation Hubs (F), Urban Traffic Control and Support Infrastructure (G), Miscellaneous Urban Features (H), Other (O)","roadway_segment_location_category","Structured classification of road segment or infrastructure location type affected by a disruption event; nine core categories (A–H plus O) with 51 specific sub-types; enables spatial vulnerability mapping","categorical","corridor / node","irregular","static","no","per assessment round","categorical","Expert panel classification; urban network inventory","not yet collected","D3.3 §4.3; Appendix A","no","—","Expert classification per disruption event; network GIS mapping","medium","D3.3-specific spatial classification for vulnerability mapping; 9 top-level categories 51 sub-types"
"241","Layer 1","KPI","input","Stressor Response","disruption","D3.3","§5.3; Appendix A","Event type — internal, external, or mixed","disruption_event_type_d33","Classification of a disruption event's origin: internal (system-generated), external (environment-driven), or mixed; used to characterise root-cause domain for each risk in D3.3 register","categorical {internal, external, mixed}","city","irregular","static","no","per assessment round","categorical","Expert panel classification","not yet collected","D3.3 §5.3; Appendix A","no","—","Expert classification per disruption event","medium","D3.3-specific; complements D2.1 event domain taxonomy"
"242","Layer 1","input_variable","input","Stressor Response","disruption","D3.3","§5.4; Appendix A","Failure mode category — 14 predefined analytical categories: Transport Infrastructure (TI), Traffic and Mobility Management (TM), Operational (OP), Information (I), Landscape Environment (LE), Energy & Utilities (E), Economic/Financial (F), Ecological/Environmental (ECO), Governance/Legal (L), Social/Ethical (S), Acceptance (A), Business (B), Technological/Innovation (T), Other (O)","failure_mode_category_d33","Categorical classification of a disruption event's primary failure mechanism across 14 predefined system domains; multiple categories may apply to a single event","categorical (multi-select from 14 codes)","city","irregular","static","no","per assessment round","categorical","Expert panel classification","not yet collected","D3.3 §4.3; §5.4; Appendix A","no","—","Expert classification; multi-category assignment per event","high","D3.3-specific taxonomy; 14 failure domains enabling cross-domain risk analysis"
"243","Layer 3","KPI","output","Stressor Response","disruption","D3.3","§5.5","Root causes, early warning triggers, and current controls — systematically captured for each risk in the FMEA template","disruption_early_warning_triggers","Documented early warning signals or observable precursors indicating potential onset of a disruption event; examples: voltage drops, river level readings, speed anomalies, queue formation, weather alerts, passenger complaints","text / categorical","city","real-time","dynamic","yes","continuous / event-based","text","Sensor networks; monitoring systems; operator logs; social media","partial","D3.3 §5.5; identified across all 208 events","yes","suma_data_ingestion_latency","Multi-source monitoring: RWIS, ITS sensors, social media, operator logs","high","New dimension: structured early warning trigger inventory for each risk event"
"244","Layer 1","input_variable","input","Stressor Response","disruption","D3.3","§5.5","Root causes — underlying factors that generate vulnerability or enable disruption events (e.g., aging infrastructure, maintenance backlogs, governance fragmentation, algorithmic dependence)","disruption_root_cause_category","Categorised underlying causal driver responsible for a disruption event's occurrence; structural system conditions (e.g., underfunded maintenance, digital dependency, climate exposure) rather than triggering events","categorical","city","annual","quasi-static","no","annual","categorical","Expert panel assessment; system audit","not yet collected","D3.3 §5.5","no","—","Expert elicitation per risk event; structured template","medium","New dimension; enables intervention targeting at root-cause level"
"245","Layer 1","input_variable","input","Stressor Response","disruption","D3.3","§2.4; §5.7","Sustainable Mobility Indicators (SMIs) — measurable variables describing urban mobility system performance in terms of accessibility, environmental impact, safety, efficiency, and resilience; used to assess disruption impacts","smi_pillar_affected","Categorical classification of sustainable mobility indicator pillar(s) most sensitive to a given disruption event; seven SMI pillars: Safety and Public Health, Accessibility, Reliability, Equity, Resilience, Travel Time/Congestion, Environmental Sustainability","categorical (multi-select, 7 pillars)","city","irregular","static","no","per assessment round","categorical","Expert panel ISF assessment","not yet collected","D3.3 §2.4; §5.7; aligned with D2.7 KPI catalogue","no","—","Expert assessment per event; ISF scoring per SMI pillar","high","D3.3-specific; bridges disruption events to D2.7 KPI framework via SMI pillar mapping"
"246","Layer 2","computed_variable","output","Institutional Learning","disruption","D3.3","§6; Table 8","38 critical parameters — identified through combined criteria RPN>200, CPI>5, R>5 — representing disruption events that function as systemic vulnerability multipliers","critical_parameter_rank","Ordinal rank assigned to each of the 38 critical parameters identified in D3.3, ordered by descending composite score (RPN×CPI×R); rank 1 = highest (terrorism attack, composite score 32,400); rank 38 = lowest (air pollution, 7,776)","ordinal [1,38]","city","irregular","static","no","per assessment round","ordinal","D3.3 Table 8 composite ranking","not yet collected","D3.3 §6; Table 8","no","—","Computed ranking from composite score","high","D3.3-specific prioritisation output; identifies 38 critical parameters from 208-event register"
"247","Layer 2","parameter","parameter","Stressor Response","governance","D3.3","§4.2","Expert panel of 38 experts — classified by primary domain: transport engineering, traffic management, urban planning, environmental/climate risk, digital mobility/ITS, governance/institutional coordination, transport system modelling and resilience research","fmea_expert_panel_composition","Structured characterisation of the expert panel used in D3.3 FMEA assessment: 38 multidisciplinary experts covering 7 domains; panel diversity index for coverage assessment","count; categorical (domain composition)","city","irregular","static","no","per assessment cycle","categorical","Project partner records","available (D3.3 §4.2)","38 experts; diversity across 7 domains","no","—","Expert selection protocol; domain classification","medium","Governance/methodology variable; characterises evidence quality of FMEA input"
"248","Layer 2","computed_variable","output","Post-Disruption Overcompensation","disruption","D3.3","§5.9; §4.1","Recovery difficulty — reflects expected effort, time, and coordination required to restore acceptable system functionality; 5 difficulty zones identified; distribution shows majority of risks fall in moderate-to-high difficulty","recovery_difficulty_distribution","Distribution of recoverability scores across the 208-event D3.3 risk register; proportion of events in each recovery difficulty band (1–10); majority in moderate-high range (R=5–8)","numeric distribution","city","irregular","static","no","per assessment round","numeric","D3.3 §5.9; Figure 8","not yet collected","D3.3 §5.9","no","—","Computed from expert R scores per event","medium","System-level recovery profile; complements element-level recovery in D3.2"
"249","Layer 1","KPI","input","Network Diversity","supply","D4.2","§4; Eq.","Origin-Destination (OD) matrix — quantifies the volume of trips between spatial zones; daily OD flows Fij estimated using gravity-based entropy-maximizing model: Fij = A·Pi·Pj·e^(−β·cij)","od_flow_daily","Daily travel demand between origin zone i and destination zone j; estimated via gravity-based entropy-maximizing model; Fij = A·Pi·Pj·e^(−βcij)","trips/day per OD pair","city","daily","dynamic","yes","daily","numeric","Population data (WorldPop 100m); network graph (OSM); trip rate r; distance-decay β","partial (Larissa validated; others model estimates)","D4.2 §4; applied to 4 pilot cities; 86/78/65/7 zones at 3km grid","no","—","Gravity-based entropy-maximizing model; calibrated via traffic counts where available","high","D4.2-specific; fundamental demand matrix; feeds traffic assignment and scenario analysis in WP4/WP5"
"250","Layer 1","KPI","input","Network Diversity","supply","D4.2","§4; Table 1","Hourly OD flows Fh_ij — disaggregated from daily flows using predefined hourly profile: F^h_ij = α_h · Fij; peaks at hours 7 (α=1.5) and 17 (α=1.5)","od_flow_hourly","Temporally disaggregated travel demand between OD zone pairs by hour of day; derived by applying hourly scaling factors αh to daily OD flows; morning peak (7:00–09:00) and afternoon peak (16:00–18:00) captured","trips/hour per OD pair","city","hourly","dynamic","yes","hourly","numeric","Daily OD flows Fij; hourly profile table (D4.2 Table 1)","partial (modelled)","D4.2 §4; Table 1; 24 hourly factors summing to 1.0; preserves total daily demand","yes","od_flow_daily","Temporal disaggregation of daily OD using predefined hourly scaling profile","high","D4.2-specific; enables time-of-day traffic assignment and peak-hour analysis in SUMA"
"251","Layer 2","input_variable","input","Network Diversity","demand","D4.2","§4","Total daily trips T — estimated using a population-based trip generation model: T = r · ΣPi; where r denotes the average number of trips per person per day","total_daily_trips_T","Total daily person-trips in study area estimated from population and per-capita trip rate; T = r × P; city-specific trip rates: Larissa r=2.7, Bratislava r=3.1, Odessa r=2.5, Thessaloniki r=3.2","trips/day (total city)","city","daily","quasi-static","yes","annual or per calibration","numeric","Population (WorldPop); per-capita trip rate r (empirical/literature)","partial","D4.2 §4; Table 2","yes","public_transport_demand","Population-based estimation; calibration against traffic counts","high","Fundamental scaling parameter for entire OD generation framework"
"252","Layer 2","input_variable","input","Network Diversity","demand","D4.2","§4; Table 2","r — average number of trips per person per day; city-specific values: 2.7 (Larissa), 3.1 (Bratislava), 2.5 (Odessa), 3.2 (Thessaloniki)","trip_rate_per_capita_r","Average number of daily trips per person; city-specific empirical parameter; range across D4.2 pilot cities: 2.5–3.2; determines total daily demand T","trips · person⁻¹ · day⁻¹","city","annual","quasi-static","yes","annual","numeric","Household travel surveys; national mobility statistics; literature on European cities","partial","D4.2 Table 2; city-specific values","yes","avg_daily_trip_duration_per_person","Household travel survey; national mobility statistics","high","City-level calibration parameter for OD generation; varies by city size and activity intensity"
"253","Layer 2","input_variable","input","Network Diversity","supply","D4.2","§4","Network-based travel cost matrix cij — pairwise travel costs between all zone pairs (i,j) computed using shortest-path algorithms on the directed network; asymmetric (cij ≠ cji)","od_network_travel_cost_matrix","Pairwise network-based travel cost (free-flow travel time) between all OD zone pairs; computed via shortest-path algorithms on directed OSM road graph; asymmetric due to one-way streets and turn restrictions","minutes (free-flow travel time)","city","annual","quasi-static","yes","annual or per network update","numeric","OpenStreetMap directed road graph; segment lengths and assumed speeds","available (OSM)","D4.2 §4; asymmetric matrix cij ≠ cji","no","—","Shortest-path algorithm on directed OSM graph; largest strongly connected component","high","Replaces Euclidean distance; improves spatial realism of OD estimation"
"254","Layer 2","parameter","parameter","Adaptive Capacity","demand","D4.2","§4","Distance-decay parameter β — controls sensitivity to travel cost in OD flow estimation; Fij = A·Pi·Pj·e^(−β·cij); higher β = stronger deterrence effect of travel cost","distance_decay_parameter_beta","Calibration parameter governing deterrence effect of travel cost on OD flows in gravity model; higher β = steeper distance decay; calibrated per city","dimensionless (β > 0)","city","annual","static","no","per calibration run","numeric","Traffic count validation data; model calibration","not yet collected","D4.2 §4; to be refined through integrated WP4–6 calibration","no","—","Parameter estimation from observed traffic counts; inverse modelling","high","Key gravity model parameter; calibration target for OD matrix accuracy"
"255","Layer 2","parameter","parameter","Adaptive Capacity","supply","D4.2","§4","Route choice dispersion parameter θ — controls sensitivity to cost differences in stochastic user equilibrium assignment; P(p|i,j) ∝ e^(−θ·Cp); lower θ = more dispersed routing, higher θ = deterministic shortest-path","route_choice_dispersion_theta","Parameter controlling randomness in route choice during traffic assignment; low θ = near-uniform distribution across feasible routes; high θ = concentrates flows on cheapest routes","dimensionless (θ > 0)","city","annual","static","no","per calibration run","numeric","Traffic count validation data; behavioural estimation","not yet collected","D4.2 §4; stochastic user equilibrium (SUE) assignment","no","—","Calibration against observed link flow distributions","medium","Route assignment calibration parameter; models heterogeneity in individual routing behaviour"
"256","Layer 1","KPI","input","Structural Redundancy","supply","D4.2","§4","Traffic analysis zone (TAZ) — grid cell defining spatial unit for OD demand; population Pi from WorldPop 100m gridded dataset; zone centroid projected onto nearest network node; cell size = 3 km (default, configurable)","traffic_analysis_zone_TAZ","Spatial unit for OD matrix generation: regular grid cell of configurable size (default 3 km) partitioning urban study area; each cell assigned population from WorldPop 100m gridded data; zone centroid projected to nearest network node","geospatial polygon","city","annual","quasi-static","yes","annual","geospatial","WorldPop 100m gridded population; OpenStreetMap city boundary (GeoJSON); OSM road network (GraphML)","available (open data)","D4.2 §4; 86 zones (Larissa), 78 (Bratislava), 65 (Odessa), 7 (Thessaloniki) at 3 km; 55 zones at 1 km for Thessaloniki","no","—","Automated grid generation from city boundary; population aggregation from WorldPop","high","Fundamental spatial unit; zone count determines OD matrix dimensions; configurable per city"
